freq,20241216_1,20241216_2,20241216_3,20241216_4,20241216_5,20241217_1,20241217_2,20241217_3,20241217_4,20241217_5,mean,se
909.5999999999996,0.544189284514399,0.4948371072367504,,0.5109101061390454,0.4512752560856857,,0.4492950715408553,,0.3928116135086615,0.4862740153575229,0.4756560649118458,0.04562710943396831
909.9999999999995,,0.7311248174584604,0.6540692909964386,,0.7186546991424905,0.684070007475281,,0.6559563767853314,0.7022784434757915,0.7043359510170368,0.6929270837644044,0.027500120172637938
910.3999999999996,0.8112548980132972,0.7801226079491537,0.8620233789688557,0.8075444318013923,,0.8248935749056063,,0.8621762386445024,0.7980259654565492,0.8082278960098261,0.8192836239686478,0.02740416486532119
910.7999999999996,0.9142596377618032,,,0.8650230914009649,0.9099562179348292,0.8695834140773143,0.9240785170965083,,0.9141753853121862,0.8982685442586041,0.8993349725488872,0.021486324626628715
911.1999999999996,0.968455612698784,0.9320943519883136,,0.9170937186149254,,0.9135610180267132,,0.9532717218488452,0.9335121902769936,0.9326564750284192,0.9358064412118562,0.017908476631791046
911.5999999999996,0.9283002472680172,0.9866706737953184,,0.9100349658272502,0.9305399213464728,0.982860165551192,0.9724491013350308,0.9205440279734756,,0.9946464073068022,0.953255688800445,0.03192066088479007
911.9999999999994,0.960702743631703,0.9466004895372706,1.0405349158549035,0.9991441530464784,,0.9455626850467528,1.0095611116965828,0.9890909735198454,0.9348984206653306,0.9920395356603036,0.9797927809621301,0.03306565227143116
912.3999999999994,0.9780126881974052,0.9352360825610404,1.0021529455133324,,,1.0497833124796256,0.94357204494612,0.9966285723782182,0.9973057581202804,1.1016266194960642,1.0005397529615108,0.05085420208470058
912.7999999999994,,1.0096822211284875,1.0382260702630537,,1.0386349641435837,0.9824613265200224,0.9818401434286246,1.024385769530832,0.9995459673991808,,1.0106823517733976,0.022300247249052767
913.1999999999994,,0.9144257304204704,0.9969615043894589,0.9526987290877796,,0.9846564617351788,0.9714013056439128,0.9273508623099708,0.9817031032746087,,0.9613139566944829,0.02868377290222147
913.5999999999992,0.9752723971496586,0.9221509076558908,0.9494850553907186,0.9465691125939352,0.945134196042092,1.05473662457106,0.929683820733316,1.0046908670093746,1.0689435812163035,,0.9774073958180389,0.050783488360088454
913.9999999999992,1.0178684595056915,1.0617822690588494,1.0079990807997783,1.0305129782789006,,,1.0515654486130477,1.0251916775463168,1.103016476814664,0.958005345829992,1.0319927170559051,0.03970618304768526
914.3999999999992,0.9225548773595708,0.9315856307652052,,,1.0108935516546629,0.9974619051996816,0.9539584740021,1.0611418308049947,1.0454725060263,0.9700458300517344,0.9866393257330313,0.047694955299949174
914.7999999999992,0.9409534785449843,1.0079323505447733,0.9996473938368848,1.0280146412096975,0.9198575789208456,0.9845068970949904,0.9525828652366596,,0.9915220780265888,0.9633613682914928,0.9764865168563239,0.03280226344843217
915.1999999999992,1.0382022781731894,,0.9054934536362298,,0.9433324185665974,0.9714296456750254,0.9120526814471012,0.970986746152984,0.9102448129374476,0.99180040282256,0.9554428049263918,0.043639659385582175
915.5999999999992,0.995936530824974,0.9703673783608404,,1.0013618021388946,,1.0517767796093302,1.0032953169553542,0.9724049568818692,0.9671401368407232,1.0012070431980074,0.9954362431012491,0.025652104010035554
915.9999999999992,0.9987050152670373,1.013229499543487,0.9698942442814998,,0.9346142982310452,1.0176771981580828,,,,0.9929640084672252,0.9878473773247295,0.02838489695558433
916.3999999999992,1.0118406695106106,0.9131397793012216,0.9936770193466056,,0.9489631712576768,0.9790570325822594,,0.973870658703789,0.9485864069227924,0.9810872045401748,0.9687777427706412,0.02883878538703297
916.7999999999992,0.9860902575000596,0.9563971626067116,,0.955959735984106,0.9422795711203996,0.9655125732814842,,0.907419797516378,,0.9317268453517434,0.9493408490515547,0.02337010986364373
917.1999999999992,0.995980987071943,1.0477000837132635,,,,1.0613946474730922,1.02624792553215,1.0295828288502826,1.066342125095682,,1.0378747662894021,0.023871672823627826
917.5999999999992,0.98252612102237,,1.1399824711333637,0.9774722909128988,0.9621152284573856,0.9949780062883866,1.0299142560642731,1.0326432507843268,,,1.0170902320947148,0.05578570604145484
917.9999999999992,0.9941428004747932,,1.1146792806368504,1.1605952695584525,0.8781887387706877,0.9969128088099743,1.011522853585365,0.9169515268421792,0.9833167473372294,0.9290587769504302,0.9983743114406626,0.08572632568307201
