time,20240927_1,20240927_2,20240927_3,20241212_1,20241212_2,20241212_3,20241212_4,20241212_5,20241213_1,20241213_2,20241213_3,20241213_4,20241213_5,mean,se
0.0,,0.6516633570726695,0.7337727314153577,0.6750587171137709,0.7232876943597258,0.6198462854279064,0.7878182922005442,0.7820002318916099,0.6885115532399655,0.7564350119296592,0.6150085833304005,0.7533168604113398,0.7551193735905439,0.7118198909986244,0.057912917478754204
4e-05,0.6408039767549383,0.6885381735604446,0.7430730420363822,0.6827060720357743,0.7374096521175644,0.6838195177436831,,0.7781471722411597,0.7006859327532835,0.7901382277728352,0.7107228425408015,0.6502330323615431,0.7612347875124145,0.7139593691192353,0.04626608957253971
8e-05,0.7745143825635086,0.778280557097755,0.781860434237662,0.7601900207458288,0.8191540417876255,0.7739194424020983,0.8400122516753334,,0.758569343100215,0.8743292713294027,0.8450221378326059,0.7574628983604678,0.813240670433338,0.7980462876304868,0.03751714224145316
0.00012,,0.9186266536720956,0.9688057566380224,0.9332079878960604,0.9413427046977262,0.9422882757709934,0.9095527948565174,,0.9698565509412358,0.9228640248006194,0.8998329238593076,0.9503994608649482,0.9856728078701184,0.9402227219879677,0.025688434141478828
0.00016,1.1020732527906072,1.0514763193380698,,1.0996779746800167,1.087613852415208,1.0849626258788616,,1.0296393135504982,1.0475726231219884,1.0999203817391816,1.0931653088447677,1.0794088210350044,,1.0775510473394203,0.024225825510559667
0.0002,1.0707829808242904,1.1406463930192603,1.02668104030294,1.0732178652051068,1.0988373842099373,,1.0894893466178932,1.100823401540662,1.0959272080094309,1.069651689913332,1.0100643521124448,1.0548688171266885,,1.0755445889892714,0.034634891962488104
0.00024,0.94841511923901,0.995547712194856,1.0057674936667669,0.9490932474659436,0.9746271816766944,,0.9862501774952388,,1.0322120908299426,0.9820004123181144,0.99607250701942,,0.998081231774678,0.9868067173680665,0.0240385222384275
0.00028,0.5661830434588435,0.6143270474461198,0.6189919585206441,0.6064237771376293,0.5901249181060199,0.5853171364309737,0.6328918262237158,,0.6236663093391186,0.6365033435390015,,0.627190539240373,0.6523519221326691,0.6139974383250099,0.02405148376232976
0.00032,,0.3309478328956091,0.3648053653483099,0.3700077151048676,0.347420175933869,0.3887051227826743,0.3970325025075834,,0.3813021273523359,0.4089575929855403,0.4338111704744984,0.3518306310666681,0.4283453224056426,0.3821059598961453,0.03159695845467132
0.0003599999999999,0.2452241529834658,0.2700310919628773,0.2823921746635804,0.2727720186291339,0.2591881032059252,0.3111793224312275,0.3076162422506883,,0.2762973155759263,0.3008182024422395,0.2847967099074008,0.2527568669861079,0.3236756370315137,0.28222898650584055,0.023443001365339382
0.0004,0.1947212706591703,0.2361515212230589,0.256894466287057,0.2479418018259407,0.2000608320097032,0.2986747786723729,0.2314619804134819,,0.2504065429605862,0.2536743593521404,0.283322688555783,0.2079699063828011,0.283075326146879,0.24536295620741455,0.03192784640094847
0.00044,0.3322361060552767,0.3533423234918312,0.346224621849413,0.3790180176853071,0.3535995424751522,,0.3983153792799128,,0.3875652259069309,0.3550319635573019,0.4382082644326882,0.3343903864799952,0.3961093112591291,0.37036737658844887,0.030975241629185517
0.00048,0.641494243421689,0.6288677712878924,0.7000502995143526,0.6270565272182943,0.6280831499707396,0.6347671923735099,0.7646965620241639,0.7152028886812328,0.708432079760024,0.7438002927469628,,0.731333975140912,0.7379127252917805,0.6884748089526296,0.0503838546755925
0.00052,1.0065924045062338,1.09593827023149,1.003596029632822,0.9711761096968116,0.9830854228178978,,1.1252425225663585,0.9689935502648906,1.023988442892507,1.0655468145203288,1.08518908833667,1.1469037029275504,,1.0432956689448691,0.06038858744312251
0.00056,1.0850640684003814,1.067760650031042,1.1387361489666663,1.0794620128066896,1.036297052994479,1.0425401942573873,1.082456673646632,1.0430782869837418,1.1394448554387069,1.0563754191833512,,,1.108011867478631,1.0799297481988825,0.03462070577354743
0.0006,0.8913538102087478,0.9012216758778322,0.9086383820644204,0.9474817313080156,,0.9913185418563626,,0.9545610879476982,0.9592380457473504,0.8974218432895983,0.9547043235465752,0.9145092854248152,0.9384053901346048,0.9326231015823655,0.03046352356445506
0.00064,,0.7089250444829701,0.7205896578598271,0.7908656976656057,0.7411467155094154,0.7702403872456899,,0.7805784598141384,0.7304729285162872,0.7590714578257138,0.7603695667577296,0.7583355926545197,0.771655202101027,0.7538409736757203,0.024480963600498208
0.00068,0.4247875290231936,0.4312792771571135,0.4040798147697558,0.4773497825935854,0.4631226120799995,,,0.4618018912595253,0.4107326674169755,0.4823872620859274,0.4666521211396051,0.4155611703088907,0.4624237886643828,0.44547071968172314,0.02719821582755809
0.0007199999999999,0.2671989215423772,0.2828845347003377,0.3130901429414752,0.3079186936886786,0.3022254862425132,0.3300107178780558,0.3615541728744381,,0.2955875294446244,0.3145989822854438,0.3144497580416033,,0.3281513391789168,0.3106972980744059,0.023879544622921384
0.00076,0.272869340747978,0.3073207591040722,0.3169613609007747,0.3215069540671383,0.2693216037681395,0.3753880396373012,0.3666856674274629,,0.316310393775889,0.3109337237029304,0.3466797212875547,0.2695126079808615,0.3252968009332621,0.31656558111111366,0.03348178720804972
0.0008,,0.3526420486974321,0.3584634472634115,0.3579967023056053,0.3703500399976235,0.4162156161527046,0.3942454757327412,,0.4153355246330391,0.4060425487621722,0.3900408969542,0.4276950044920719,0.3504831956461419,0.38541004551246766,0.0272293054154901
