time,20240927_1,20240927_2,20240927_3,20241122_1,20241122_2,20241122_3,20241122_4,20241122_5,20241213_1,20241213_2,20241213_3,20241213_4,20241213_5,mean,se
0.0,0.8343269123438676,0.9478646367046022,,0.9709403741023508,1.021819604285704,0.9047642434531518,0.9724275259093028,1.0081215242219717,0.8474993817071059,0.9840764124671476,0.8611865131462898,0.9618588870227186,0.8463792473502254,0.9301054385595364,0.06493107996475012
4e-05,0.9095221152627948,0.9163653675738648,0.9426623722334232,0.970169160939914,0.9418030088037062,,0.9440439940048392,0.9281421837166304,0.992288926335188,0.8910538455910401,,0.8811239963493349,0.8838249203268893,0.9273636264670567,0.033791338690059416
8e-05,0.752618346731967,0.8068738017720692,0.8021080425891355,0.8613922990912112,0.8402970862065896,0.8671582969950749,0.8362996364277292,0.8764757697813159,0.912549293549454,0.743396331432713,0.7230241325131326,0.81468248002895,,0.8197396264266118,0.05530398673113653
0.00012,0.6568777355428282,0.6666270520313813,0.6906991736747495,0.7502913216089085,0.6991469005459078,,0.6726173240498937,0.7933980585549806,,0.6350321609172208,0.6607541064916472,0.7391050837687908,0.6236284682315303,0.689834307765258,0.049588182462334145
0.00016,0.6968298350679212,0.572661993499572,0.6870883062153255,0.7101426042013865,0.6553975094940108,,0.6265971862832768,0.7296021243982642,0.6261160223535848,0.6052085330594608,0.5976767619670599,0.7313318370708989,0.59900122988102,0.6531378286243151,0.05361298878515836
0.0002,0.6324899239258216,0.5949206185348609,0.6900613147402663,,0.6553369393018899,0.7883372471235666,0.6132126468391818,0.7949487251389581,0.619407045048959,0.6180000088254614,0.6206158743565026,,0.6471287738333524,0.66131446524262,0.06598745049187907
0.00024,0.7464864264046377,0.7087592018742886,0.700675704481406,0.7029326449753078,0.652105874013011,,0.6479035194182712,0.8237846022225463,0.6728931716568208,0.6641152381154752,0.6680406041495264,0.8080538480695131,0.6659867882964456,0.7051448019731041,0.056373819904332524
0.00028,,0.8764259391064055,,0.7776813742486024,0.6917347756223468,0.914910834496311,0.8193541259774216,0.8552999585232094,0.8522955467229167,0.8352890287763755,0.7766394518953107,0.8727693796395594,0.8602022291653525,0.830236604015801,0.05884211776426495
0.00032,0.9739594819971242,0.9258304672421056,0.941598696592964,0.9573462728925056,,0.9823235926629822,0.9316075378726206,,0.907048247701852,0.9422772287785696,0.965730095579554,0.9259439508991348,0.9617007488546658,0.9468514837340073,0.022206380061551623
0.0003599999999999,1.054281488352494,0.9733929198771868,0.9621984852391524,0.9798064013812656,,1.001840469123813,0.951746336708849,,0.959709494730512,0.956488294233618,0.94769868122812,1.040341590167173,,0.9827504161042183,0.03567483669438878
0.0004,0.9792197342230332,0.9063091744274108,0.985466338371792,1.0590086299027728,0.897147476806885,,0.9885613042669124,0.9701496162167268,1.077420982755651,0.9181020848927144,1.0165476041787145,1.0557166200452928,0.9095987290779256,0.9802706912638194,0.06061109015255048
0.00044,0.8435317429087598,0.8571578336907,0.8634278911130691,0.968159029851668,0.9547964834460364,0.9978066173031908,0.8994662404475378,0.8559957052139632,,0.8354812074707529,0.918083480471945,1.0229426684623353,,0.9106226273072686,0.0631564319628258
0.00048,0.8118984138455819,0.7410931471956448,0.7747260878781334,0.9011110705565568,,0.9043986292667195,,0.7981422981626162,0.8898773623308114,0.7408485877820805,0.7919951891701031,0.8497313411328797,0.7166995657328606,0.8109565175503626,0.06403756784422589
0.00052,0.6450278661920841,0.6523698988504588,0.6699432916122493,0.7681923689843633,0.6733446196649444,0.7765507328423988,0.6559648766036741,0.7480232639536006,0.8090563419776144,0.6505590439508143,0.7063737201686334,,0.7274950622495429,0.7069084239208648,0.05494057219332847
0.00056,0.6617434826983526,,0.6865092435722101,0.7557633396050547,0.7073541013018229,0.7675813915358274,0.614221438009557,0.7035964907511739,,0.7032279192700769,0.629582916881197,0.8081911530008248,0.7513056851353502,0.7080979237964953,0.05667497387766934
0.0006,0.7101617488280627,,0.6651168733034309,,0.6802992661809535,0.6812886324643436,0.6192366037665973,0.69206178802264,0.6937965865746919,0.7523535871006843,0.6311713914168692,0.7032635988013871,0.7450483988191781,0.688527134116258,0.039025566400607586
0.00064,0.7762292618248645,0.6832821478491983,0.7533601282416529,0.8042820866842866,0.7255338813757063,,0.699988002526046,0.8591297356379415,0.8298901263441756,0.7960137442539705,0.695211497093701,0.8707299048073542,0.8157739863143997,0.775785375246108,0.06159744900706397
0.00068,0.9745716440213376,,0.9625186732048284,0.9516525700010549,0.8385351222419336,0.9671240150771157,0.809571268877862,0.9379287458703228,0.8598028171921486,0.9862977560505508,0.80250869300052,1.0160535685879537,0.8460923456204723,0.9127214349788417,0.07247823270113543
0.0007199999999999,1.0126043908465494,,0.9971864344813972,1.0068533608033805,0.959447136825388,1.0905061938256682,0.8482621131327137,1.051446923036601,0.9935038296788437,1.0204305605865798,,1.0840946134337606,0.8445697240098473,0.9917186618782481,0.07784397563711562
0.00076,0.9441782338465862,0.7355606914910657,0.929556968095128,0.9906508621566442,0.8473890243371609,1.088308999471921,0.8456487168884883,0.922734393201186,1.0856177400397198,0.9423705387952466,,1.0382678388929234,0.8260012853940897,0.9330237743841798,0.10309319459821992
0.0008,0.9566260355186808,,0.966441361003298,1.0497635191849453,0.9434573141368549,,0.863088708081969,1.050302619047203,1.0646964916062038,0.9186360502437068,0.8772859495267229,0.9905290433078658,0.8438858845388055,0.9567920887451141,0.07369818340029421
